date,buy_and_hold,yield_trend_63d,curve_mean_reversion,vol_scaled_trend,rule_blend,l1_logistic_walkforward
2019-06-11,1.0,1.0,1.0,1.1494388220227445,1.0,1.0
2019-06-12,1.0,1.0,1.0,1.1523356974150247,1.0,1.0
2019-06-13,1.0,1.0,1.0,1.151619948967342,1.0,1.0
2019-06-14,1.0,1.0,1.0,1.153425232054274,1.0,1.0
2019-06-17,1.0,1.0,1.0,1.1600967455746174,1.0,1.0
2019-06-18,1.0,1.0,1.0,1.161815157403776,1.0,1.0
2019-06-19,1.0,1.0,0.0,1.160790020355765,0.6,1.0
2019-06-20,1.0,1.0,1.0,1.1835076242821925,1.0,1.0
2019-06-21,1.0,1.0,1.0,1.1829598013454516,1.0,1.0
2019-06-24,1.0,1.0,1.0,1.2114369501288593,1.0,1.0
2019-06-25,1.0,1.0,1.0,1.196436566701251,1.0,1.0
2019-06-26,1.0,1.0,1.0,1.1963866418660003,1.0,1.0
2019-06-27,1.0,1.0,1.0,1.1740314350380119,1.0,1.0
2019-06-28,1.0,1.0,1.0,1.1657583078662603,1.0,1.0
2019-07-01,1.0,1.0,1.0,1.1704736095223394,1.0,1.0
